"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"nl.proc.ob.d.h-tk-20052006-6404-6414.1.7.1","nl.proc","speech",0.11849536,"2006-09-07","Waalkens","PvdA","De heer","mp",4,"commons"," <em>verbonden</em> met dit onderwerp en met de historie. De minister van Justitie heeft aangetoond dat hij ook in dit debat is doordrongen van de noodzaak van de aparte positie die dit onderdeel in het BW heeft gekregen. Hij had het meegekregen van de heer Van Andel. Mijn <em>verbinding</em> met de historie is dat mijn schoonvader de buurman was van Fekko Ebel Hayo"
"nl.proc.ob.d.h-tk-20142015-110-9.1.11.1","nl.proc","speech",0.11634492,"2015-09-09","Bisschop","SGP","De heer","mp",5,"commons",". Goede <em>verbindingen</em> zijn een kwestie van algemeen belang. In de stukken wordt wel gesteld dat de gebruiker betaalt, maar we moeten ons tegelijkertijd realiseren dat automobilisten al vele miljarden meer belasting betalen dan via het Infrastructuurfonds wordt geïnvesteerd. Daar komt bij dat voor de SGP meespeelt dat er mogelijk een vorm van"
"nl.proc.ob.d.h-tk-20102011-96-2.1.14.70","nl.proc","speech",0.11569431,"2011-06-22","Plasterk","PvdA","De heer","mp",3,"commons"," onderhandelen en door te denken over een nieuwe lening en de voorwaarden die daaraan <em>verbonden</em> moeten worden. De minister-president heeft bevestigd dat dit niet kan, omdat het IMF zijn akkoord op de eerste tranche van de lopende lening <em>verbindt</em> aan het resultaat van de onderhandelingen over de nieuwe lening. Dat zet heel veel druk op de ketel, want als ik het"
"nl.proc.ob.d.h-tk-20092010-80-6818.1.8.1","nl.proc","speech",0.112995505,"2010-04-22","Roefs","PvdA","Mevrouw","mp",5,"commons"," minister heeft beloofd met goede oplossingen te komen. Wij zijn benieuwd hoe de minister het station Eijsden ziet binnen het rijksbeleid, dat voorziet in stimulering en uitbreiding van de openbaarvervoermodaliteiten, zeker wanneer er aan de weg gewerkt gaat worden. Ik ga verder met Parkstad Limburg. Om tot duurzame grensoverschrijdende <em>verbindingen</em>"
"nl.proc.ob.d.h-tk-20112012-26-22.1.8.80","nl.proc","speech",0.110984504,"2011-11-22","Aptroot","VVD","De heer","mp",4,"commons"," A15 en de <em>verbinding</em> tussen de A13 en de A16 geen geschikte tolprojecten, want het gaat niet, zoals in het regeerakkoord staat, om echt nieuwe, additionele infrastructuur. Het zijn geen volledig nieuwe <em>verbindingen</em> waarvoor een alternatief beschikbaar is. Het gaat om de bouw van het laatste stukje snelweg A15 en om een omlegging die nodig is omdat de huidige route overbelast is, wat sluipverkeer veroorzaakt. Graag de toezegging van de regering om op deze manier met de meevallers om te gaan."
"nl.proc.ob.d.h-tk-20102011-28-57.1.8.83","nl.proc","speech",0.110984504,"2010-11-30","Aptroot","VVD","De heer","mp",4,"commons"," Groningen over water wil, dan is de <em>verbinding</em> overal goed, maar het gaat niet aan dat de sluis bij Delfzijl niet wordt aangepakt. Wij moeten dat soort <em>verbindingen</em> echt integraal bekijken. De hoofdroutes qua spoor, wegen en binnenvaart moeten worden afgemaakt. De binnenvaart is de meest milieuvriendelijke vorm. Daar is nog echt ruimte, terwijl er elders"
"nl.proc.ob.d.h-tk-20102011-18-54.1.6.1","nl.proc","speech",0.110984504,"2010-11-04","De Rouwe","CDA","De heer","mp",5,"commons",". Daarom is het des te meer van belang dat de Kamer over de brede schouders van de minister blijft meekijken als het gaat om de toelating van nieuwe vervoerders of nieuwe <em>verbindingen</em>. Het voorstel om de NMa op verzoek van bestaande concessiehouders of -verleners onderzoek te laten doen wanneer een nieuwe vervoerder een nieuwe <em>verbinding</em> wil openen"
"nl.proc.ob.d.h-tk-20052006-5203-5248.1.10.1","nl.proc","speech",0.10781904,"2006-06-01","Gerkens","SP","Mevrouw","mp",8,"commons"," prestigieuze vervoermiddelen die op voorhand al onhaalbaar leken. Na een onderzoek van 6,3 mln. is ook de minister hiervan overtuigd en zijn wij na vier jaar terug bij af. Die uitkomst kon eenieder op tien vingers natellen. Als klap op de vuurpijl zet de minister maar meteen een streep door iedere goede <em>verbindingen</em> naar het Noorden. In de"
"nl.proc.ob.d.h-tk-20122013-97-6.1.6.3","nl.proc","speech",0.10608957,"2013-06-19","Bashir","SP","De heer","mp",8,"commons"," of geleasd worden elders in Europa? Ik krijg hierop graag een reactie. De vraag is nu hoe het verder moet met de hsl. De SP-fractie wil dat de NS participeert in Thalys. De NS kan binnen Thalys zijn kennis gebruiken om samen met Frankrijk, Duitsland en België eindelijk een goede <em>verbinding</em> te realiseren van Amsterdam naar Brussel en verder"
"nl.proc.ob.d.h-tk-20122013-16-20.1.13.1","nl.proc","speech",0.097301126,"2012-10-30","De Rouwe","CDA","De heer","mp",3,"commons"," toch nog een aantal vragen, want er is nog geen ruimte geweest om die inhoudelijk te beantwoorden. In de brief schetst de minister een aantal opties om de <em>verbinding</em> tussen Amsterdam en Brussel te verbeteren. Er is nu sprake van een impasse, omdat met name aan Belgische kant geen medewerking wordt verleend, hoewel die in het verleden een- en"
"nl.proc.ob.d.h-tk-20142015-38-10.1.10.1","nl.proc","speech",0.097301126,"2014-12-17","Maij","PvdA","Mevrouw","mp",3,"commons"," dat het wordt aangevuld met een investeringsagenda en een werkprogramma van de Commissie.  De Europese Unie heeft in 60 jaar vrede op het continent gebracht dat een eeuw verscheurd was door oorlogen. Door samenwerking, economisch en politiek, hebben oude vijanden zich met elkaar <em>verbonden</em>. We zien nu echter dat die samenwerking de burgers van de"
"nl.proc.ob.d.h-tk-20082009-4485-4504.1.6.13","nl.proc","speech",0.09416293,"2009-02-18","Gerkens","SP","Mevrouw","mp",12,"commons"," uitwisseling kan veel beter. Ik heb bijvoorbeeld gehoord van zorgverleners dat zij op dit moment gegevens via de e-mail moeten uitwisselen, omdat programma's niet met elkaar kunnen communiceren. Dat er wordt gewerkt met zo'n onveilige <em>verbinding</em> is natuurlijk onwenselijk. De Kamer, gehoord de beraadslaging, constaterende dat uitwisseling van medische"
"nl.proc.ob.d.h-tk-20142015-21-11.1.6.1","nl.proc","speech",0.09366204,"2014-11-06","Jadnanansing","PvdA","Mevrouw","mp",8,"commons","Voorzitter. Een school is een plek waar jongeren leren, waar ze samen horen te komen om kennis op te doen en zich te ontwikkelen. Een school is een plek die mensen <em>verbindt</em>. Over die <em>verbinding</em> wil ik het hier hebben.  Eerst wil ik echter in dit huis opmerken dat die <em>verbinding</em> onder druk staat. Dit weekend opende het dagblad Trouw met de kop"
"nl.proc.ob.d.h-tk-20142015-15-9.1.11.1","nl.proc","speech",0.09088085,"2014-10-16","De Rouwe","CDA","De heer","mp",10,"commons","Voorzitter. Ik heb een viertal moties.  Motie De Kamer,  gehoord de beraadslaging,  overwegende dat ook de internationale <em>verbindingen</em> van de NS zijn opgenomen in de concessie;  overwegende dat dat onlogisch is, aangezien dat vervoer buiten het hoofdrailnet plaatsvindt;  verzoekt de regering, de concessie hoofdrailnet op dit punt te verduidelijken"
"nl.proc.ob.d.h-tk-20082009-3719-3725.1.8.1","nl.proc","speech",0.08996777,"2009-01-15","Waalkens","PvdA","De heer","mp",2,"commons"," debat heeft de PvdA-fractie gezegd dat zij niet twijfelt aan de wetenschappelijke onderbouwing van de adviezen van de EFSA. Zij wil echter aan de analyses graag de langetermijneffecten en de sociaaleconomische aspecten toegevoegd zien die <em>verbonden</em> zijn aan de toelating en introductie van genetische gemodificeerde gewassen. De winst van het debat"
"nl.proc.ob.d.h-tk-20082009-3295-3349.1.13.1","nl.proc","speech",0.089268,"2008-12-16","Waalkens","PvdA","De heer","mp",16,"commons","Voorzitter. Ik dank de minister voor haar reactie ook op de inbreng van de PvdA-fractie. Wij waarderen het geweldig dat zij in haar eerste blok niet alleen refereerde aan de financiële crisis, maar ook aan de voedselcrisis en aan de crises die er nog aankomen. De <em>verbinding</em> met landbouw is essentieel. Het punt van de coherentie hebben wij al in"
"nl.proc.ob.d.h-tk-20062007-1638-1656.1.8.2","nl.proc","speech",0.08522656,"2006-12-07","Thieme","PvdD","Mevrouw","mp",1,"commons","U had het over \"<em>verbinding</em>\". Heb ik het juist gezien dat u het vooral heeft over <em>verbindingen</em> in de maatschappij tussen mensen of denkt u in uw filosofische gedachtegang ook na over <em>verbindingen</em> tussen mens en dier? Zo ja, hoe ziet u dat op dit moment? Is dat een goede <em>verbinding</em> of is die een beetje verstoord?"
"nl.proc.ob.d.h-tk-20102011-2-2.1.9.1","nl.proc","speech",0.08176734,"2010-09-22","Peters","GroenLinks","Mevrouw","mp",7,"commons"," analyse van de problemen. Onderschrijft de regering deze observatie wel? Onderschrijft zij dat hufterigheid en kortere lontjes een escalerend effect hebben? Hoe verklaart de regering dat dit in Nederland steeds vaker voorkomt? De Nationale ombudsman <em>verbindt</em> aan zijn <em>verbindingen</em> enkele conclusies. Zijn boodschap is dat wij conflicten niet moeten"
"nl.proc.ob.d.h-tk-20112012-26-22.1.19.1","nl.proc","speech",0.08001945,"2011-11-22","Slob","ChristenUnie","De heer","mp",12,"commons"," grensoverschrijdende <em>verbindingen</em> en een directe <em>verbinding</em> Den Haag-Eindhoven via de hsl. Daarover heeft mijn fractie in het verleden ook moties ingediend. Ik denk ook aan het overal laten rijden van minimaal twee treinen per uur. Dat zijn goede dingen, maar de vraag is welke prijs de reiziger daarvoor betaalt. Is het bijvoorbeeld reëel om een"
"nl.proc.ob.d.h-tk-20142015-29-3.1.9.15","nl.proc","speech",0.0785646,"2014-11-26","Vermeij","PvdA","Mevrouw","mp",11,"commons"," kinderopvang zonder administratieve rompslomp?  Ik kom te spreken over de <em>verbinding</em> tussen jong en oud. Het is zaak om mensen niet tegenover elkaar te zetten, maar naast elkaar. Trekt de werkgelegenheid aan? Mooi, maar kijk dan goed wie daar wel en wie daar niet van profiteert. De PvdA wil kansen geven aan jonge toetreders op de arbeidsmarkt, maar"
"nl.proc.ob.d.h-tk-20082009-483-512.1.5.6","nl.proc","speech",0.0778514,"2008-10-01","Sap","GroenLinks","Mevrouw","mp",2,"commons","Kunnen wij het voorgaande nog iets kunnen concretiseren? Uw voorstellen klinken ons als muziek in de oren. Ze waren in het Volkskrantartikel van vanochtend ook heel mooi uitgewerkt. U wilt de code-Frijns ook voor de financiële sector. Ook daar moet het principe van \"comply\", naleven, gelden. Hoe wilt u dat nu concreet bevorderen? <em>Verbindt</em> u daar bijvoorbeeld boetes aan?"
"nl.proc.ob.d.h-tk-20142015-17-7.1.16.28","nl.proc","speech",0.077689156,"2014-10-29","Visser","VVD","Mevrouw","mp",10,"commons"," welke manier dat gebeurt. Het maakt nogal uit hoe dat uitpakt.  In een van de interrupties gaf ik het al aan: we hebben het hoofdwegennetwerk, maar juist in de verhouding tot het onderliggende wegennetwerk, de provinciale en de gemeentelijke wegen, zit wat ons betreft nog een opgave. We moeten die <em>verbindingen</em> duidelijker met elkaar in samenhang"
"nl.proc.ob.d.h-tk-20082009-6508-6526.1.11.1","nl.proc","speech",0.07711523,"2009-05-13","Van der Vlies","SGP","De heer","mp",5,"commons"," <em>verbinding</em> met het Openluchtmuseum mogelijk. Er zijn onzes inziens op dit punt nog geen gegronde redenen om van de eerdere keuze van de minister af te wijken. Die discussie lijken enkele van mijn collega's ook aan te gaan. De centrale vraag voor de SGP-fractie is in welke mate er in het Nationaal Historisch Museum ruimte is voor chronologie. Het"
"nl.proc.ob.d.h-tk-20122013-97-6.1.4.1","nl.proc","speech",0.07533034,"2013-06-19","Van Tongeren","GroenLinks","Mevrouw","mp",7,"commons"," bedrijf daar geen ervaring mee heeft? Kan zij uitleggen waarom dat bedrijf een treinbouwer heeft uitgezocht die helemaal geen ervaring heeft met het succesvol bouwen van snelle treinen? Gisteren hoorden wij op de hoorzitting dat de NS mooie reisschema's kan afdrukken, maar dat het totaal onduidelijk is wanneer er met de Belgische NMBS goede <em>verbindingen</em>"
"nl.proc.ob.d.h-tk-20112012-42-9.1.6.1","nl.proc","speech",0.07230894,"2012-01-18","Peters","GroenLinks","Mevrouw","mp",5,"commons"," aan de Arabische regio voorwaardelijk is <em>verbonden</em> aan respect voor mensenrechten. Stelt de minister deze eisen ook aan Israël? De minister heeft verscheidene malen besluiten tot uitbreiding van de illegale nederzettingen veroordeeld, en gevraagd deze terug te draaien. Vraagt hij dat ook nu weer? Wat voor effect hebben deze oproepen, want de"
"nl.proc.ob.d.h-tk-20072008-4213-4238.1.7.12","nl.proc","speech",0.07162427,"2008-03-06","Bouwmeester","PvdA","Mevrouw","mp",2,"commons"," de coffeeshop? Ga er dus praktisch mee om. Wij moeten gemeenten wel stimuleren om de coffeeshop te sluiten als er overlast is, maar dat kunnen wij niet landelijk opleggen. Er is bekend dat in growshops allerlei criminele activiteiten plaatsvinden. Een verbod is echter geen oplossing. Wij zeggen: <em>verbind</em> de vestiging van een growshop aan"
"nl.proc.ob.d.h-tk-20122013-97-6.1.7.1","nl.proc","speech",0.0714144,"2013-06-19","Van Veldhoven","D66","Mevrouw","mp",12,"commons","Voorzitter. Ruim een halfjaar geleden presenteerde de NS vol trots de nieuwe dienstregeling voor de treinen naar Brussel. De Fyra zou een snelle en betrouwbare <em>verbinding</em> naar België bieden. Er kan echter veel gebeuren in zes maanden. Vijf maanden geleden vielen de eerste stukken van de Fyra. Dat was levensgevaarlijk. We weten nu dat dat slechts"
"nl.proc.ob.d.h-tk-20122013-94-6.1.9.1","nl.proc","speech",0.06980695,"2013-06-12","Öztürk","PvdA","De heer","mp",13,"commons"," verbeteren, om onrechtvaardigheden tegen te gaan, om op te komen voor sociaal zwakkeren, om mensen kansen te geven en om mensen die kansen nodig hebben die kansen te bieden. Die twee doelen werden voor mij ambities waar ik jarenlang voor heb moeten strijden. Als ondernemer wist ik <em>verbindingen</em> te leggen en heb ik ondernemers bij elkaar gebracht"
"nl.proc.ob.d.h-tk-20142015-29-3.1.9.1","nl.proc","speech",0.06980695,"2014-11-26","Vermeij","PvdA","Mevrouw","mp",11,"commons"," hoe we het samen doen in dit land. Ze gaat over de <em>verbinding</em> tussen hoog- en laagopgeleid, tussen vast en flexibel werk, over het samenleven van jong en oud, allochtoon en autochtoon, en over mensen met een hoog en een laag inkomen.  De PvdA vindt onze verzorgingsstaat belangrijk. Hij biedt zekerheid bij werkloosheid en arbeidsongeschiktheid, en"
"nl.proc.ob.d.h-tk-20102011-25-38.1.9.40","nl.proc","speech",0.06891894,"2010-11-23","Verhoeven","D66","De heer","mp",2,"commons","Allereerst merk ik op dat D66 VNO-NCW en MKB-Nederland ook tot zijn natuurlijke achterban rekent, maar dat terzijde. Mevrouw Schaart heeft veel gezegd over het vestigingsklimaat. Dat is algemeen beleid en dat betreft generieke maatregelen. Zij heeft bijna niets gezegd over specifiek beleid. Ik wil op één punt inzoomen, namelijk de <em>verbinding</em>, via"
"nl.proc.ob.d.h-tk-20072008-3505-3536.1.7.1","nl.proc","speech",0.065684676,"2008-01-30","Anker","ChristenUnie","De heer","mp",8,"commons","Voorzitter. Aan het begin van mijn betoog sta ik kort stil bij de term \"verbondenheid\". Ik vind dat een bijzonder mooie en warme term, die aangeeft dat je je ergens mee <em>verbonden</em> weet, dat je ergens bij hoort en dat je ergens deel van uitmaakt. \"Gebondenheid\" klinkt hetzelfde, maar is toch iets anders. Dan is het veel meer eenrichtingsverkeer. Je"
"nl.proc.ob.d.h-tk-20122013-26-8.1.16.10","nl.proc","speech",0.0649774,"2012-11-22","Van Veldhoven","D66","Mevrouw","mp",2,"commons","Vindt de Partij van de Arbeid dat er een rechtstreekse <em>verbinding</em> moet zijn tussen Den Haag en Brussel? Als de provincies de Structuurvisie Windenergie op Land voor 6.000 megawatt in het eerste kwartaal van volgend jaar niet gereed hebben, moet de rijkscoördinatieregeling dan ook naar de mening van de Partij van de Arbeid worden ingezet?"
"nl.proc.ob.d.h-tk-20142015-78-27.1.5.1","nl.proc","speech",0.0649774,"2015-04-21","Klever","PVV","Mevrouw","mp",11,"commons"," gedupeerd door de nieuwe 380kV-<em>verbinding</em>, die nodig is om het nieuwe windturbinepark op zee bij Borssele aan te sluiten. Wat de PVV betreft komen er geen nieuwe windturbineparken en is een nieuwe 380kV-hoogspanningsverbinding door West-Brabant dus niet nodig. Om dit te onderstrepen dien ik de volgende motie in.  Motie De Kamer,  gehoord de beraadslaging"
"nl.proc.ob.d.h-tk-20072008-2029-2037.1.7.1","nl.proc","speech",0.06472437,"2007-11-21","Blok","VVD","De heer","mp",10,"commons"," zijn van een uitkering en echt niet kunnen werken, 75% van het laatstverdiende loon krijgen. De VVD-fractie heeft van harte ingestemd met deze 75% bij de Wet WIA vanwege de nieuwe, strengere keuringspraktijk die voor deze wetgeving geldt. Hieraan hebben waren twee voorwaarden <em>verbonden</em>. Allereerst moest de instroom van volledig en duurzaam"
"nl.proc.ob.d.h-tk-20102011-59-8.1.4.1","nl.proc","speech",0.064262696,"2011-03-10","Van Dam","PvdA","De heer","mp",4,"commons"," met elkaar <em>verbonden</em> zijn. In een land waar in zo korte tijd zo veel immigratie heeft plaatsgevonden, moet die <em>verbinding</em> georganiseerd worden. Dat gaat niet vanzelf. Als je niets doet, ontstaat segregatie. Dan verkleuren wijken, scholen en sportclubs, dan leven straks in de grote steden twee groepen mensen die elkaar niet kennen en die weinig meer"
"nl.proc.ob.d.h-tk-20082009-3024-3059.1.10.51","nl.proc","speech",0.064262696,"2008-12-10","Hamer","PvdA","Mevrouw","mp",4,"commons"," het er is ingegaan. Voorzitter. Als de huidige financiële crisis ons iets duidelijk maakt, dan is het wel dat in de wereld alles met elkaar <em>verbonden</em> is. Dat vraagt dus ook om een internationale aanpak en om het samen zoeken naar oplossingen voor wereldwijde problemen. Ik vraag het kabinet dus dringend om in Europees en mondiaal verband <em>verbinding</em>"
"nl.proc.ob.d.h-tk-20072008-4880-4921.1.6.25","nl.proc","speech",0.064262696,"2008-04-01","Hamer","PvdA","Mevrouw","mp",7,"commons"," bouwen, met zijn film aan moeten. Voor de PvdA-fractie zijn de vrijheid van meningsuiting en de vrijheid van godsdienst grondrechten die onlosmakelijk met elkaar <em>verbonden</em> zijn. Dat maken wij duidelijk aan iedereen die daarmee moeite heeft. Onze rechtstaat is ononderhandelbaar. Mijn fractie is ervan overtuigd dat Nederlanders zich niet tegen elkaar"
"nl.proc.ob.d.h-tk-20152016-14-9.1.6.1","nl.proc","speech",0.064262696,"2015-10-14","Van der Burg","VVD","Mevrouw","mp",5,"commons"," van harte met zijn eerste lustrum.  Wij sluiten dit jaar de viering van 200 jaar Koninkrijk af. Tevens vieren wij op 16 oktober 200 jaar Staten-Generaal. Dit geeft aan hoelang ons Koninkrijk en onze democratie al met elkaar <em>verbonden</em> zijn en naar tevredenheid van een grote meerderheid functioneren. Tijdens de inhuldiging heeft Koning Willem"
"nl.proc.ob.d.h-tk-20102011-54-6.1.11.10","nl.proc","speech",0.064262465,"2011-02-17","Grashoff","GroenLinks","De heer","mp",2,"commons"," citaatjes nodig. \"Die <em>verbindingen</em> noemen wij ecologische hoofdstructuur. Wij waren met de aanleg ervan goed op gang, maar jullie schaffen die structuur af.\" \"... hard en ondoordacht doordouwen bij de kaalslag van het natuurbeleid. Achter jullie aanpak ligt geen visie, alleen centen tellen.\" Van wie zijn deze citaten?"
"nl.proc.ob.d.h-tk-20052006-6169-6194.1.15.3","nl.proc","speech",0.064262465,"2006-08-30","Duyvendak","GroenLinks","De heer","mp",2,"commons","Ik dien geen moties in, voorzitter. Ook uit ons zwartboek blijkt dat heel veel <em>verbindingen</em> een langere reistijd krijgen. Ik vraag de minister daarom of zij de Rekenkamer eens wil laten bezien wat het saldo is. Als zij dit de Rekenkamer niet wil vragen, moet de Kamer dit mijns inziens doen. Het is gewoon een kwestie van rekenen; hoeveel reizen"
"nl.proc.ob.d.h-tk-20082009-4485-4504.1.11.4","nl.proc","speech",0.064262465,"2009-02-18","Gerkens","SP","Mevrouw","mp",2,"commons"," grootschalig systeem met alle grote risico's van dien. Houd het bij de regionale netwerken en zorg ervoor dat aanvullende informatie gestandaardiseerd over veilige <em>verbindingen</em> kan worden uitgewisseld! U maakt een andere keuze, maar dat wil nog niet zeggen dat mijn keuze slechter is."
"nl.proc.ob.d.h-tk-20052006-5203-5248.1.15.2","nl.proc","speech",0.063919924,"2006-06-01","Gerkens","SP","Mevrouw","mp",1,"commons"," <em>verbinding</em> en waar die wat minder is, moeten we misschien andere dingen doen. Waarom is niet gekeken naar de pure meerwaarde van ov-<em>verbindingen</em>, die ook maatschappelijk is? Waarom is niet de vraag gesteld die de heer Duyvendak zo fraai verwoordde: hoe kunnen we de ov-<em>verbindingen</em> naar het Noorden zo verbeteren, dat er voor meer partijen meerwaarde ontstaat?"
"nl.proc.ob.d.h-tk-20142015-110-9.1.7.5","nl.proc","speech",0.061763097,"2015-09-09","Visser","VVD","Mevrouw","mp",6,"commons","Ik neem deze constatering voor kennisgeving aan. Ik zei al dat wij kiezen voor tijdelijke tolheffing. Dat woordje \"tijdelijk\" is daarbij voor ons heel belangrijk. Verder gaan wij alleen akkoord met tolheffing op deze twee <em>verbindingen</em>. Wij vinden het dan ook een belangrijk uitgangspunt van het wetsvoorstel dat het wordt afgebakend tot beide wegen"
"nl.proc.ob.d.h-tk-20092010-51-4748.1.14.1","nl.proc","speech",0.060900547,"2010-02-04","Heerts","PvdA","De heer","mp",9,"commons"," vanwege een dreigende straf, strafbare handelingen altijd achterwege zullen blijven, kan het vooruitzicht van een straf en zeker van een daaraan <em>verbonden</em> proeftijd nuttig zijn om herhaling te voorkomen. De indieners achten sommige strafbare handelingen gericht tegen dieren zo ernstig en de risico's van herhaling zo groot dat het naar hun mening"
"nl.proc.ob.d.h-tk-20052006-3791-3800.1.6.5","nl.proc","speech",0.060587235,"2006-03-16","Duyvendak","GroenLinks","De heer","mp",11,"commons"," binnen als buiten de Randstad, negatieve gevolgen heeft wat betreft de beschikbare <em>verbindingen</em> en de reisduur, waarbij bijvoorbeeld de reisduur Amsterdam-Leeuwarden toeneemt met 19 minuten; constaterende dat er geen sprake is van een grote sprong voorwaarts; verzoekt de regering, bij de NS een forse verbetering van de dienstregeling voor 2007 af te"
"nl.proc.ob.d.h-tk-20122013-26-8.1.4.43","nl.proc","speech",0.06026427,"2012-11-22","Bashir","SP","De heer","mp",1,"commons","Een internationale spoortop kan natuurlijk interessant zijn, maar veel interessanter zijn op dit moment vooral de spoorverbindingen waarover nu gediscussieerd wordt. De SP-fractie heeft gevraagd om een goede <em>verbinding</em> tussen Den Haag en België, maar ook tussen Roosendaal en Antwerpen. Ik ben benieuwd of het ook de inzet van de staatssecretaris is om die twee <em>verbindingen</em> voor elkaar te krijgen."
